date,RF,S--L,S--2,S--3,S--4,S--H,2--L,2--2,2--3,2--4,2--H,3--L,3--2,3--3,3--4,3--H,4--L,4--2,4--3,4--4,4--H,Mkt-RF,Mkt,Mkt-RF3,RF3
19970128,0.0045,0.0582,0.049,0.055,0.0444,0.0277,0.0346,0.0327,0.0071,0.0081,0.015,0.0033,0.0194,0.0087,0.0248,0.0337,0.0191,0.0408,0.0311,0.015,0.0233,0.0485,0.053,0.0486,0.44
19970228,0.0039,-0.0615,-0.0567,-0.016,0.0026,0.0062,-0.0943,-0.0247,-0.0026,0.0184,0.0046,-0.0682,-0.009,0.0037,0.0041,0.0062,-0.0395,0.0071,0.0071,0.0199,0.0193,-0.0048,-0.0009,-0.005233333,0.433333333
19970328,0.0043,-0.1012,-0.0685,-0.0398,-0.0167,-0.0255,-0.0961,-0.056,-0.0259,-0.0274,-0.0233,-0.0845,-0.0402,-0.0403,-0.0228,-0.0294,-0.0757,-0.0456,-0.0405,-0.0371,-0.0413,-0.0487,-0.0444,-0.048633333,0.423333333
19970428,0.0043,-0.0535,-0.0377,-0.027,-0.0219,-0.0321,-0.0412,-0.0112,0.0061,0.0067,-0.0045,-0.0175,0.0276,0.0323,0.0217,0.0134,0.0214,0.0147,0.027,0.0165,0.0082,0.0382,0.0425,0.038333333,0.416666667
19970528,0.0049,0.1138,0.1159,0.0951,0.0766,0.0752,0.171,0.1255,0.0905,0.0857,0.0772,0.1503,0.0966,0.0708,0.0591,0.0697,0.0929,0.0653,0.0554,0.0693,0.0634,0.0664,0.0713,0.0668,0.45
19970628,0.0037,0.032,0.0446,0.0603,0.0737,0.0667,0.0287,0.0455,0.0539,0.0597,0.0628,0.0396,0.0319,0.0478,0.0399,0.0525,0.0154,0.042,0.0443,0.0349,0.0172,0.0405,0.0442,0.0399,0.43
19970728,0.0043,0.0318,0.0511,0.0574,0.0581,0.0553,0.0451,0.0547,0.0377,0.0489,0.0389,0.0476,0.0627,0.0594,0.0571,0.0548,0.0608,0.0742,0.0671,0.06,0.0528,0.072,0.0763,0.072,0.43
19970828,0.0041,0.0466,0.043,0.0326,0.0355,0.0406,0.0325,0.0209,0.0297,0.0185,0.0295,0.0178,0.0317,0.0057,-0.0013,0.0038,-0.0057,0.0066,-0.0073,-0.018,-0.0018,-0.0406,-0.0365,-0.040533333,0.403333333
19970928,0.0044,0.1012,0.0889,0.088,0.0822,0.0841,0.0737,0.0708,0.0751,0.0733,0.0522,0.0664,0.071,0.0651,0.0682,0.0462,0.0502,0.0411,0.0636,0.0475,0.0404,0.0536,0.058,0.053733333,0.426666667
19971028,0.0042,-0.0624,-0.038,-0.0367,-0.0172,-0.0123,-0.0698,-0.0426,-0.0428,-0.0301,-0.0353,-0.0633,-0.0465,-0.0405,-0.0315,-0.0276,-0.0711,-0.0561,-0.03,-0.0474,-0.0479,-0.0383,-0.0341,-0.038333333,0.423333333
19971128,0.0039,-0.0429,-0.0276,-0.0209,-0.004,-0.0101,-0.0385,-0.0259,-0.0091,-0.0029,-0.0062,-0.0376,-0.0247,0.0172,0.0182,0.0125,0.0091,0.002,0.0264,0.0199,0.0392,0.0272,0.0311,0.026933333,0.416666667
19971228,0.0048,-0.0634,-0.0311,-0.0071,0.0021,0.0061,-0.0139,-0.0233,0.0226,0.0157,0.0347,-0.0006,0.0049,0.0244,0.0291,0.0417,-0.0183,0.0214,0.0232,0.0505,0.022,0.0132,0.018,0.0137,0.43
19980128,0.0043,0.0001,-0.012,-0.0168,-0.0143,-0.0117,-0.0021,-0.0222,-0.0171,-0.0305,-0.025,-0.0043,-0.0292,-0.0221,-0.0427,0.0066,-0.0155,-0.0104,-0.0277,-0.0071,-0.009,0.0001,0.0044,6.66667E-05,0.433333333
19980228,0.0039,0.0595,0.0561,0.0536,0.0607,0.0606,0.0859,0.0807,0.0857,0.0634,0.0597,0.0869,0.0831,0.0751,0.0798,0.0687,0.0915,0.0689,0.0768,0.0524,0.0459,0.0689,0.0728,0.068466667,0.433333333
19980328,0.0039,0.046,0.0548,0.0472,0.0424,0.0455,0.0408,0.0562,0.0254,0.0408,0.0412,0.037,0.0194,0.0538,0.0379,0.0617,0.0319,0.0534,0.0455,0.0338,0.0693,0.0475,0.0514,0.047366667,0.403333333
19980428,0.0043,0.0165,0.0289,0.0294,0.0207,0.0185,-0.0089,0.0138,0.004,0.0234,0.0158,0.0109,-0.0003,-0.0029,-0.0009,-0.0084,-0.0058,0.0005,-0.0019,0.0005,-0.0059,0.0066,0.0109,0.006866667,0.403333333
19980528,0.004,-0.0694,-0.0673,-0.0466,-0.0307,-0.0272,-0.0909,-0.0598,-0.0555,-0.0317,-0.0326,-0.0773,-0.0703,-0.0503,-0.0426,-0.0367,-0.0573,-0.0328,-0.0406,-0.0252,-0.0356,-0.0295,-0.0255,-0.029566667,0.406666667
19980628,0.0041,-0.0105,0.0145,-0.0209,-0.0233,-0.013,0.0148,-0.0191,-0.0172,-0.0132,0.0136,0.0266,-0.0237,-0.0149,-0.0036,0.0044,0.0048,-0.0079,-0.0017,0.002,0.0094,0.0286,0.0327,0.028566667,0.413333333
19980728,0.004,-0.0764,-0.08,-0.062,-0.0687,-0.058,-0.0789,-0.0839,-0.0848,-0.0868,-0.075,-0.0855,-0.0855,-0.0798,-0.0892,-0.0755,-0.062,-0.06,-0.0653,-0.0495,-0.0541,-0.0272,-0.0232,-0.027233333,0.403333333
19980828,0.0043,-0.2743,-0.2285,-0.1996,-0.1952,-0.1817,-0.2499,-0.2071,-0.1804,-0.1853,-0.15,-0.2384,-0.2032,-0.1919,-0.167,-0.1515,-0.2014,-0.2034,-0.1878,-0.1303,-0.0895,-0.1611,-0.1568,-0.160933333,0.413333333
19980928,0.0046,0.0533,0.0368,0.0329,0.0245,0.0084,0.1134,0.0749,0.0501,0.0472,0.0359,0.1141,0.049,0.066,0.0419,0.0313,0.0621,0.069,0.0546,0.0466,0.0698,0.0595,0.0641,0.0598,0.43
19981028,0.0032,0.0316,0.0262,0.0079,0.0199,0.0121,0.0456,0.0548,0.0276,0.0332,0.0088,0.0348,0.069,0.0523,0.0282,0.0234,0.0823,0.0962,0.0579,0.0344,0.0231,0.0711,0.0743,0.070266667,0.403333333
19981128,0.0031,0.0997,0.0799,0.0618,0.0748,0.0728,0.0925,0.0555,0.0371,0.0521,0.0282,0.081,0.0662,0.0332,0.0151,0.0268,0.0706,0.0171,0.0333,0.0366,0.0267,0.0586,0.0617,0.058066667,0.363333333
19981228,0.0038,0.0372,0.0232,0.0229,0.0094,0.0085,0.0728,0.0432,0.0272,0.0325,0.0524,0.1128,0.0707,0.0335,0.0398,0.0218,0.1034,0.0361,0.0201,0.0428,0.0144,0.0594,0.0632,0.059833333,0.336666667
19990128,0.0035,0.0819,0.0373,0.0458,0.0268,0.0464,0.0541,0.003,-0.0183,-0.0174,-0.0198,0.0384,0.0186,-0.0128,-0.0458,-0.0378,0.0091,-0.0216,-0.0301,-0.034,-0.0474,0.0347,0.0382,0.034733333,0.346666667
19990228,0.0035,-0.0809,-0.0831,-0.0609,-0.0595,-0.0602,-0.0995,-0.0947,-0.0735,-0.1046,-0.0718,-0.094,-0.089,-0.0645,-0.0707,-0.0517,-0.0574,-0.0389,-0.0335,-0.04,-0.0269,-0.0415,-0.038,-0.0416,0.36
19990328,0.0043,-0.0391,-0.0539,-0.0217,-0.0402,-0.0323,0.0063,-0.0125,-0.0019,-0.0175,-0.0239,0.0385,0.0351,0.0088,-0.0182,-0.0099,0.0303,0.0152,0.0352,-0.0069,-0.0011,0.0332,0.0375,0.033733333,0.376666667
19990428,0.0037,0.0736,0.0761,0.1259,0.1004,0.0855,0.0962,0.0753,0.0877,0.0874,0.0724,0.0722,0.1244,0.1024,0.0858,0.0799,0.0613,0.1023,0.0988,0.0866,0.1088,0.0447,0.0484,0.044566667,0.383333333
19990528,0.0034,0.0169,0.0295,0.006,0.023,0.05,0.0108,0.0267,0.0037,0.0341,0.0493,-0.0064,-0.011,0.01,0.0103,0.0398,0.0274,-0.0094,0.0175,0.0052,0.012,-0.0239,-0.0205,-0.0243,0.38
19990628,0.004,0.0639,0.0825,0.0724,0.0559,0.0608,0.0727,0.0819,0.0386,0.0546,0.0547,0.0387,0.0376,0.0318,0.0298,0.0324,0.0682,0.083,0.0251,0.0311,0.0119,0.0472,0.0512,0.0475,0.37
19990728,0.0038,0.0059,0.0175,0.0043,0.0154,0.0133,-0.0243,-0.0142,-0.0128,-0.0298,-0.0375,-0.0384,-0.023,-0.0265,-0.013,-0.0044,-0.0312,-0.028,-0.0142,-0.0145,-0.0118,-0.0345,-0.0307,-0.034433333,0.373333333
19990828,0.0039,-0.0277,-0.0255,-0.0244,-0.0224,-0.0386,-0.0435,-0.0492,-0.0334,-0.0421,-0.0357,-0.0244,-0.0613,-0.0457,-0.0362,-0.0039,-0.022,-0.0479,-0.04,-0.0192,-0.0454,-0.0135,-0.0096,-0.0135,0.39
19990928,0.0039,0.0123,-0.0082,-0.0123,-0.0346,-0.0466,-0.0086,0.0126,-0.0124,-0.0361,-0.0114,0.0316,0.0079,-0.0234,-0.0477,-0.0226,0.014,-0.0462,-0.0426,-0.0521,-0.0258,-0.0268,-0.0229,-0.026766667,0.386666667
19991028,0.0039,-0.009,0.0033,-0.0181,-0.0158,-0.0318,0.0248,-0.0043,-0.0047,-0.033,-0.0532,0.0274,-0.013,-0.0122,-0.0081,-0.0053,0.0771,0.0107,0.0191,0.0222,0.0426,0.058,0.0619,0.058,0.39
19991128,0.0036,0.1952,0.1008,0.106,0.058,0.0621,0.1113,0.0636,0.0648,0.0141,0.0237,0.115,0.0503,-0.0085,-0.0105,-0.0036,0.115,-0.005,-0.015,-0.0026,0.0127,0.032,0.0356,0.0318,0.38
19991228,0.0044,0.23,0.2423,0.1013,0.0794,0.0792,0.1679,0.1033,0.0617,0.0069,0.0632,0.1634,0.0644,0.0052,0.0221,0.0348,0.2016,0.0394,0.0256,0.0468,0.0425,0.0783,0.0827,0.078733333,0.396666667
20000128,0.0041,0.0938,0.052,0.0196,0.0501,0.037,0.01,-0.0399,-0.008,-0.0105,-0.0483,-0.0388,-0.0429,-0.0407,-0.0311,-0.0553,-0.0397,-0.0388,-0.047,-0.0363,-0.082,-0.0443,-0.0402,-0.044233333,0.403333333
20000228,0.0043,0.3881,0.3787,0.2585,0.1916,0.134,0.291,0.1622,0.0747,0.0916,0.1036,0.2429,0.0761,0.0169,-0.0173,-0.0168,0.2511,0.0026,-0.0122,0.0372,-0.066,0.0255,0.0298,0.025533333,0.426666667
20000328,0.0047,-0.1467,-0.1995,-0.0846,-0.0325,-0.0353,-0.1571,-0.0459,-0.0257,-0.0138,-0.0023,-0.1496,0.045,0.1011,0.0525,0.1175,-0.0317,0.1186,0.1544,0.0973,0.1203,0.0513,0.056,0.051633333,0.436666667
20000428,0.0046,-0.2387,-0.1669,-0.1303,-0.0797,-0.1074,-0.1394,-0.0848,-0.0374,-0.0088,-0.0461,-0.1009,0.0027,-0.0225,0.0283,-0.0031,-0.0781,-0.0365,0.0125,0.0084,0.0089,-0.0624,-0.0578,-0.062333333,0.453333333
20000528,0.005,-0.1444,-0.0794,-0.0747,-0.0792,-0.0769,-0.0967,-0.0653,-0.0586,-0.0505,-0.0172,-0.0511,-0.0386,-0.0217,-0.015,0.0193,-0.0818,-0.0073,-0.0416,0.0304,-0.0127,-0.0427,-0.0377,-0.042466667,0.476666667
20000628,0.004,0.2919,0.2545,0.1704,0.181,0.0758,0.1454,0.0904,0.0462,0.049,0.0563,0.1487,0.0024,0.0021,-0.0206,0.0151,0.1075,0.0328,-0.0491,-0.0202,-0.0608,0.0467,0.0507,0.046166667,0.453333333
20000728,0.0048,-0.0882,-0.0204,0.0039,0.0113,0.0102,-0.0805,-0.0116,0.007,0.0121,0.003,-0.1089,-0.0013,0.0296,0.0301,0.0788,-0.075,-0.009,0.019,0.0402,0.0176,-0.0223,-0.0175,-0.0221,0.46
20000828,0.005,0.0889,0.0718,0.0425,0.05,0.0404,0.0726,0.0337,0.0482,0.0488,0.0663,0.0814,0.094,0.0516,0.0822,0.0381,0.1281,0.0558,0.048,0.0662,0.0658,0.0709,0.0759,0.0713,0.46
20000928,0.0051,-0.1077,-0.0201,-0.0307,-0.0069,-0.0131,-0.0561,-0.0287,-0.0056,-0.0023,-0.0421,-0.106,-0.0362,0.0083,0.0128,-0.0082,-0.0951,-0.0086,-0.0246,0.0108,0.0016,-0.0564,-0.0513,-0.056266667,0.496666667
20001028,0.0056,-0.1223,-0.0998,-0.0424,-0.0599,-0.0488,-0.0913,-0.0244,-0.014,-0.0008,-0.0212,-0.1073,-0.027,-0.0073,-0.0042,0.028,-0.0636,0.0187,0.0263,-0.0072,-0.007,-0.0298,-0.0242,-0.029433333,0.523333333
20001128,0.0051,-0.212,-0.1236,-0.0573,-0.0516,-0.0508,-0.1879,-0.0656,-0.043,-0.0314,-0.0433,-0.2013,-0.0882,-0.0378,-0.0016,0.0221,-0.183,-0.0287,0,0.0103,0.0096,-0.1064,-0.1013,-0.106566667,0.526666667
20001228,0.005,-0.1015,0.0036,0.0145,0.0263,0.0234,-0.0024,0.0705,0.1264,0.1037,0.1085,0.0158,0.1291,0.1216,0.1452,0.0533,0.0346,0.09,0.1138,0.1026,0.1205,0.0144,0.0194,0.014166667,0.523333333
20010128,0.0054,0.2659,0.1693,0.1245,0.108,0.1228,0.1368,0.08,0.0352,0.0363,0.0618,0.1199,0.025,-0.0036,-0.0383,0.0466,0.0704,0.0062,-0.011,-0.0294,-0.0147,0.033,0.0384,0.033233333,0.516666667
20010228,0.0039,-0.1425,-0.0799,-0.0219,0.0009,-0.0045,-0.139,-0.0337,-0.0167,-0.0097,0.0136,-0.1749,-0.0489,0.0061,0.0043,0.0037,-0.151,-0.0215,-0.0132,0.008,0.0038,-0.1017,-0.0978,-0.102566667,0.473333333
20010328,0.0044,-0.1233,-0.017,-0.0129,-0.0142,-0.0198,-0.0665,-0.0086,-0.0202,-0.026,-0.014,-0.1216,-0.0547,-0.0405,-0.0294,0.0038,-0.1152,-0.0379,-0.0202,-0.0237,-0.0007,-0.0734,-0.069,-0.073566667,0.446666667
20010428,0.0039,0.0863,0.0652,0.0246,0.0404,0.0512,0.104,0.0484,0.0645,0.0381,0.049,0.1135,0.0891,0.0516,0.0366,0.0532,0.1547,0.0664,0.0453,0.0865,0.0651,0.0794,0.0833,0.079233333,0.396666667
20010528,0.0032,0.123,0.1145,0.0774,0.1178,0.0966,0.0231,0.0253,0.033,0.0431,0.0459,0.043,0.0075,0.0168,0.0048,0.0178,0.031,0.0387,0.0208,0.0189,0.0212,0.0076,0.0108,0.006966667,0.376666667
20010628,0.0028,0.0184,0.028,0.0385,0.0277,0.0025,0.0682,0.1098,0.0567,0.0585,0.0316,0.0487,-0.0187,0.0228,0.0011,-0.0238,0.0327,-0.0044,-0.0143,-0.0538,0.0061,-0.0201,-0.0173,-0.0206,0.33
20010728,0.003,-0.1042,-0.0738,-0.0061,-0.0056,-0.0045,-0.1021,-0.0764,-0.0634,-0.0316,-0.0479,-0.0972,-0.0491,-0.0267,-0.0035,-0.0081,-0.0483,-0.0253,0.0137,0.0009,0.012,-0.0208,-0.0178,-0.0208,0.3
20010828,0.0031,-0.0926,-0.0508,-0.0317,-0.0154,-0.0139,-0.0975,-0.0564,-0.0181,-0.0221,-0.0144,-0.0832,-0.0302,-0.0325,-0.0124,-0.012,-0.0746,-0.0462,-0.036,-0.023,-0.0739,-0.0622,-0.0591,-0.062066667,0.296666667
20010928,0.0028,-0.1736,-0.1478,-0.094,-0.0982,-0.1382,-0.1945,-0.1488,-0.13,-0.15,-0.1755,-0.1559,-0.1452,-0.1135,-0.1236,-0.1922,-0.1615,-0.1301,-0.1137,-0.139,-0.1354,-0.0935,-0.0907,-0.093666667,0.296666667
20011028,0.0022,0.0845,0.0795,0.0626,0.0419,0.034,0.1109,0.084,0.0465,0.0296,0.0439,0.1304,0.0688,0.0245,0.0383,0.093,0.084,0.0335,0.0125,0.0265,0.0247,0.025,0.0272,0.0245,0.27
20011128,0.0017,0.0723,0.0845,0.0451,0.0593,0.0677,0.105,0.0748,0.0688,0.0989,0.1117,0.0937,0.0687,0.0648,0.0822,0.1145,0.1022,0.0825,0.0728,0.09,0.0688,0.0765,0.0782,0.075966667,0.223333333
20011228,0.0015,0.1225,0.0612,0.0582,0.0554,0.0746,0.0786,0.0573,0.0669,0.0729,0.074,0.0549,0.0596,0.0606,0.0554,0.0653,0.0336,0.0477,0.0665,0.0448,0.0306,0.0161,0.0176,0.0158,0.18
20020128,0.0015,-0.0758,0.0046,0.0168,0.0349,0.0522,-0.0641,-0.0254,0.0079,0.0062,0.0091,-0.0535,-0.0165,-0.0083,0.0116,0.0369,-0.0314,-0.0197,0.0164,0.0199,-0.0154,-0.0177,-0.0162,-0.017766667,0.153333333
20020228,0.0015,-0.0993,-0.0641,-0.0309,-0.0154,-0.0376,-0.0987,-0.0448,-0.0072,0.0039,0.0001,-0.0757,-0.0113,0.0054,-0.0012,0.0256,-0.0486,0.0134,0.0149,-0.0173,0.0326,-0.0228,-0.0213,-0.0228,0.14
20020328,0.0015,0.0557,0.0973,0.0683,0.0784,0.0931,0.0876,0.0793,0.0768,0.0837,0.1257,0.0845,0.0609,0.0734,0.0794,0.0939,0.0627,0.0725,0.0518,0.0552,0.0668,0.0425,0.044,0.0425,0.133333333
20020428,0.0015,-0.0894,-0.0003,0.0166,0.0408,0.0501,-0.0483,0.0091,0.0384,0.0365,0.0528,-0.0487,0.0091,0.019,0.0087,-0.0118,-0.0326,0.003,0,-0.0221,0.0163,-0.0506,-0.0491,-0.0506,0.136666667
20020528,0.0015,-0.0644,-0.0628,-0.0135,0.0058,-0.0015,-0.0793,-0.0489,-0.0427,-0.0387,-0.0591,-0.0628,-0.0356,-0.0296,-0.0272,-0.0327,-0.0312,-0.0022,-0.0133,-0.0124,0.0078,-0.0122,-0.0107,-0.0122,0.14
20020628,0.0015,-0.0853,-0.0641,0.0035,-0.0039,-0.0075,-0.0847,-0.0459,-0.0246,-0.0085,-0.0417,-0.0798,-0.0684,-0.0641,-0.041,-0.0738,-0.0941,-0.0743,-0.0764,-0.0587,-0.0847,-0.0716,-0.0701,-0.0716,0.14
20020728,0.0015,-0.191,-0.1653,-0.1353,-0.108,-0.1289,-0.1579,-0.1686,-0.1413,-0.1543,-0.2068,-0.08,-0.097,-0.1134,-0.1396,-0.1614,-0.1017,-0.0869,-0.0992,-0.1314,-0.1472,-0.0826,-0.0811,-0.0826,0.14
20020828,0.0014,0.0039,-0.0196,-0.0123,-0.0097,-0.0275,0.0046,0.0027,-0.0022,0.0049,-0.0042,-0.0058,0.0062,0.0235,0.0174,0.0387,-0.0115,0.0018,-0.0017,0.0137,0.0388,0.0063,0.0077,0.006233333,0.14
20020928,0.0014,-0.1058,-0.0833,-0.0688,-0.0665,-0.0808,-0.0841,-0.0744,-0.0557,-0.0844,-0.0812,-0.0809,-0.0948,-0.0878,-0.073,-0.0991,-0.0875,-0.0919,-0.1137,-0.1311,-0.176,-0.1012,-0.0998,-0.101233333,0.143333333
20021028,0.0014,0.0509,0.0534,0.0263,0.0155,0.0069,0.0907,0.0284,0.0301,0.0108,-0.0335,0.0614,0.0353,0.0414,0.0259,0.0066,0.0679,0.0505,0.0519,0.0207,0.0293,0.0731,0.0745,0.0731,0.14
20021128,0.0012,0.1755,0.1303,0.0887,0.0787,0.0967,0.1409,0.0888,0.0673,0.0663,0.075,0.0981,0.0774,0.0574,0.0617,0.0891,0.0977,0.0719,0.0901,0.081,0.1174,0.0601,0.0613,0.059966667,0.133333333
20021228,0.0011,-0.1036,-0.0534,-0.0444,-0.0224,-0.0258,-0.1054,-0.0695,-0.0409,-0.0275,-0.0282,-0.0776,-0.0379,-0.0372,-0.0275,-0.0599,-0.0717,-0.0539,-0.0422,-0.0262,-0.0025,-0.0545,-0.0534,-0.054633333,0.123333333
20030128,0.001,-0.009,-0.007,-0.0158,0.0062,-0.0043,-0.03,-0.0418,-0.0258,-0.029,-0.0116,-0.019,-0.0398,-0.0335,-0.0435,-0.0358,-0.0157,-0.0299,-0.0056,-0.0229,-0.0642,-0.0241,-0.0231,-0.0242,0.11
20030228,0.0009,-0.0619,-0.0271,-0.0184,-0.0212,-0.0251,-0.03,-0.0119,-0.0225,-0.032,-0.0796,-0.0393,-0.0118,-0.0273,-0.0402,-0.0326,-0.0228,-0.0257,-0.0191,-0.0145,-0.0644,-0.0161,-0.0152,-0.0162,0.1
20030328,0.001,0.0324,0.0004,0.0128,0.0134,-0.0082,0.0305,0.0004,0.0013,0.0154,0.005,0.0298,0.0013,0.0022,0.0138,0.0016,0.0143,-0.0051,-0.0082,0.0207,-0.0252,0.0093,0.0103,0.009333333,0.096666667
20030428,0.001,0.12,0.1099,0.0785,0.0728,0.0969,0.1053,0.0975,0.091,0.0913,0.0962,0.087,0.0909,0.0855,0.1191,0.1086,0.0866,0.076,0.0799,0.0964,0.0754,0.0815,0.0825,0.081533333,0.096666667
20030528,0.0009,0.193,0.1474,0.1058,0.0937,0.1156,0.1184,0.1166,0.1038,0.0856,0.1139,0.0895,0.0861,0.0884,0.0967,0.0886,0.0982,0.0932,0.0994,0.0877,0.0925,0.0622,0.0631,0.062133333,0.096666667
20030628,0.001,0.0566,0.0585,0.0443,0.037,0.0584,0.0164,0.0009,0.013,0.0225,0.0366,0.0209,0.022,0.0035,0.0008,0.0327,0.0151,0.0044,-0.0014,-0.0088,0.0583,0.0154,0.0164,0.015433333,0.096666667
20030728,0.0007,0.0859,0.0792,0.0853,0.0901,0.0785,0.091,0.0513,0.0604,0.0687,0.0725,0.0841,0.0478,0.0127,0.0403,0.0225,0.0446,0.0287,0.0397,0.0492,-0.0006,0.0223,0.023,0.022133333,0.086666667
20030828,0.0007,0.0424,0.0491,0.032,0.0553,0.0678,0.04,0.0404,0.05,0.0477,0.0546,0.0482,0.0361,0.0436,0.076,0.0862,0.0465,0.0417,0.042,0.0522,0.0692,0.0247,0.0254,0.0246,0.08
20030928,0.0008,0.0317,0.0014,0.0038,0.0282,0.0459,-0.0182,-0.0295,-0.023,-0.0432,-0.0059,-0.0238,-0.0293,-0.016,-0.0214,-0.011,-0.0194,-0.0239,-0.007,-0.0094,0.0035,-0.0101,-0.0093,-0.010033333,0.073333333
20031028,0.0007,0.0572,0.0784,0.0866,0.1087,0.1117,0.0977,0.0705,0.0735,0.0972,0.1032,0.0882,0.0768,0.0689,0.0827,0.1238,0.0832,0.0832,0.0702,0.0814,0.0753,0.0595,0.0602,0.059466667,0.073333333
20031128,0.0007,0.0266,0.0395,0.0419,0.0373,0.0682,0.0175,0.0414,0.0271,0.0386,0.0409,0.0306,0.041,0.0224,0.0466,0.028,0.0158,0.0306,0.0485,0.0376,0.0246,0.0158,0.0165,0.015766667,0.073333333
20031228,0.0008,-0.0017,0.025,0.034,0.0151,0.0429,0.0141,0.0228,0.0238,0.0213,0.0487,-0.0084,0.0223,0.0352,0.0352,0.0705,0.002,0.0364,0.0249,0.0348,0.0625,0.0447,0.0455,0.044766667,0.073333333
20040128,0.0007,0.0618,0.057,0.0556,0.0641,0.0824,0.0423,0.0299,0.042,0.0432,0.0487,0.0319,0.021,0.0111,0.04,0.059,0.0212,0.0208,0.0282,0.0324,0.0248,0.0224,0.0231,0.022366667,0.073333333
20040228,0.0006,-0.0003,0.0012,0.0019,0.0098,-0.0048,0.0055,0.0169,0.006,-0.0007,0.0123,0.0055,0.0244,0.0392,0.0134,0.0062,0.0217,0.0134,0.0342,0.03,0.02,0.0149,0.0155,0.0148,0.07
20040328,0.0009,-0.0194,-0.0099,0.0019,0.0003,-0.0098,0.0251,0.0084,-0.0017,0.0101,0.0148,0.0203,0.004,0.0012,0.0063,0.0034,-0.0057,-0.0034,0.0056,0.0028,-0.0182,-0.0116,-0.0107,-0.011433333,0.073333333
20040428,0.0008,-0.0432,-0.0477,-0.0382,-0.0447,-0.0616,-0.0467,-0.0419,-0.0256,-0.048,-0.074,-0.0243,-0.0304,-0.0324,-0.0514,-0.057,-0.0245,-0.0433,-0.0316,-0.0368,-0.0314,-0.025,-0.0242,-0.024966667,0.076666667
20040528,0.0006,-0.0209,-0.0048,-0.0012,-0.0057,0.0086,0.0188,0.0123,0.01,0.0134,0.034,0.0142,0.0269,0.0185,0.0102,0.0208,0.0153,0.0192,0.0227,0.0196,0.027,0.0135,0.0141,0.013333333,0.076666667
20040628,0.0008,0.0107,0.0429,0.0356,0.0348,0.0394,0.0308,0.0538,0.0581,0.0503,0.0911,0.017,0.043,0.0294,0.0143,0.0513,0.0087,0.0303,0.0164,0.0279,0.0479,0.0208,0.0216,0.020866667,0.073333333
20040728,0.001,-0.1294,-0.0795,-0.0602,-0.0575,-0.0409,-0.0966,-0.0729,-0.043,-0.0582,-0.0342,-0.0891,-0.0626,-0.0372,-0.0184,-0.0428,-0.0698,-0.0477,-0.0522,-0.0583,-0.0063,-0.0387,-0.0377,-0.0385,0.08
20040828,0.0011,-0.0142,-0.008,-0.0107,-0.0167,-0.0203,-0.0448,-0.0186,0.0064,0.0003,0.0077,-0.0214,-0.0136,0.006,-0.0024,-0.0067,-0.0128,-0.0098,0.0004,-0.0057,0.0082,0.0016,0.0027,0.001733333,0.096666667
20040928,0.0011,0.0492,0.0441,0.0479,0.0412,0.0373,0.0776,0.0468,0.0547,0.0458,0.0418,0.0417,0.035,0.0385,0.036,0.0265,0.0281,0.032,0.0458,0.0397,0.0223,0.0195,0.0206,0.019533333,0.106666667
20041028,0.0011,0.0184,0.0201,0.0265,0.0022,0.0029,0.0323,0.0279,0.0078,0.0103,0.0296,0.0263,0.0413,0.0108,-0.0032,0.0174,0.0333,0.0309,0.0246,0,-0.0051,0.0167,0.0178,0.0167,0.11
20041128,0.0015,0.1022,0.0862,0.0779,0.0693,0.1032,0.0716,0.0851,0.0928,0.0969,0.1125,0.0519,0.0644,0.0742,0.0839,0.0867,0.0499,0.0603,0.0718,0.099,0.0737,0.0468,0.0483,0.047066667,0.123333333
